<<<<<<< HEAD
grammatical,yes
grammatical,yes
grammatical,yes
grammatical,yes
grammatical,yes
grammatical,yes
grammatical,no
grammatical,no
grammatical,no
grammatical,no
grammatical,no
ungrammatical,yes
ungrammatical,yes
ungrammatical,yes
ungrammatical,yes
ungrammatical,yes
ungrammatical,yes
ungrammatical,yes
ungrammatical,yes
ungrammatical,yes
ungrammatical,yes
ungrammatical,no
ungrammatical,no
ungrammatical,no
ungrammatical,no
ungrammatical,no
ungrammatical,no
ungrammatical,no
ungrammatical,no
ungrammatical,no
ungrammatical,no
ungrammatical,no
ungrammatical,no
ungrammatical,no
ungrammatical,no
ungrammatical,no
ungrammatical,no
ungrammatical,no
ungrammatical,no
ungrammatical,no
ungrammatical,no
ungrammatical,no
ungrammatical,no
ungrammatical,no
ungrammatical,no
ungrammatical,no
ungrammatical,no
ungrammatical,no
ungrammatical,no
ungrammatical,no
ungrammatical,no
ungrammatical,no
ungrammatical,no
ungrammatical,no
ungrammatical,no
ungrammatical,no
ungrammatical,no
ungrammatical,no
ungrammatical,no
ungrammatical,no
ungrammatical,no
ungrammatical,no
ungrammatical,no
ungrammatical,no
ungrammatical,no
ungrammatical,no
ungrammatical,no
ungrammatical,no
ungrammatical,no
ungrammatical,no
ungrammatical,no
>>>>>>> 9b139771eb5b230a76bea9a4109212231f0802dd
